Applicant,Edu_Parent1,Edu_Parent2,Gender,White,Asian,HSGPA,SAT_ACT,College,Admitted,Enrolled,College_GPA
1194,3,6,F,1,0,3.54,1010,Arts & Letters,Yes,No,
1199,7,6,F,0,1,3.77,1300,Arts & Letters,No,No,
1209,7,6,F,1,0,3.1,1220,Arts & Letters,No,No,
1211,6,6,M,1,0,3.81,1320,Arts & Letters,No,No,
1212,3,3,M,0,0,3.83,1310,Arts & Letters,No,No,
1213,7,7,F,0,0,3.64,1260,Arts & Letters,No,No,
1215,6,5,F,0,0,2.36,640,Arts & Letters,No,No,
1216,7,6,F,1,0,4.36,1550,Arts & Letters,Yes,No,
1217,6,6,M,1,0,3.91,1380,Arts & Letters,Yes,Yes,3.221
1218,7,6,M,1,0,3.26,1240,Arts & Letters,No,No,
1227,6,6,F,1,0,3.91,1210,Arts & Letters,No,No,
1229,6,6,F,1,0,4,1190,Arts & Letters,Yes,Yes,3.007
1232,4,4,M,0,1,3.59,1160,Arts & Letters,No,Yes,2.703
1233,6,5,M,1,0,3.35,1180,Arts & Letters,No,No,
1235,7,5,M,0,0,3.58,1380,Arts & Letters,Yes,No,
1236,7,7,M,1,0,3.54,1090,Arts & Letters,No,No,
1238,4,4,F,1,0,3.95,1260,Arts & Letters,Yes,Yes,1.742
1239,6,6,F,1,0,3.04,1140,Arts & Letters,No,No,
1241,7,7,F,0,0,3.5,1130,Arts & Letters,No,No,
1243,2,2,F,0,0,4.12,1010,Arts & Letters,No,No,
1245,1,3,M,0,0,4.04,950,Arts & Letters,Yes,No,
1246,3,2,F,0,0,3.14,720,Arts & Letters,No,No,
1249,6,3,F,1,0,4,1270,Arts & Letters,No,No,
1251,6,6,F,1,0,3.59,1230,Arts & Letters,Yes,No,
1252,4,7,F,1,0,2.67,1100,Arts & Letters,No,No,
1253,4,6,F,0,0,3.61,870,Arts & Letters,No,No,
1254,2,4,F,0,0,3.22,920,Arts & Letters,No,No,
1256,6,4,F,0,0,2.9,1020,Arts & Letters,No,No,
1259,4,6,F,1,0,2.32,1240,Arts & Letters,No,No,
1261,6,7,M,0,0,4.05,1350,Arts & Letters,Yes,No,
1262,2,2,M,0,0,3.35,930,Arts & Letters,No,No,
1264,3,7,F,1,0,4.3,1170,Arts & Letters,No,No,
1268,4,6,F,1,0,4.27,1300,Arts & Letters,Yes,No,
1269,6,7,F,1,0,3.61,950,Arts & Letters,No,No,
1272,2,3,F,0,0,3.67,870,Arts & Letters,Yes,No,
1277,6,7,F,1,0,3.62,1010,Arts & Letters,No,No,
1283,4,6,F,1,0,4.19,1110,Arts & Letters,No,No,
1285,2,3,F,0,0,2.92,930,Arts & Letters,No,No,
1290,6,6,M,1,0,3.8,1220,Arts & Letters,Yes,No,
1292,2,3,F,0,0,2.89,1030,Arts & Letters,No,No,
1293,6,7,F,1,0,3.79,1100,Arts & Letters,No,No,
1294,4,4,F,0,1,3.7,890,Arts & Letters,Yes,Yes,2.878
1295,3,6,F,0,0,3.65,970,Arts & Letters,No,No,
1296,4,4,F,0,0,3.65,1000,Arts & Letters,No,No,
1300,7,7,F,1,0,3.58,1250,Arts & Letters,Yes,Yes,3.299
1301,1,3,M,0,0,2.89,820,Arts & Letters,No,No,
1303,6,6,F,1,0,3.84,1190,Arts & Letters,Yes,No,
1304,7,5,F,0,0,3.95,1130,Arts & Letters,No,No,
1307,6,6,M,0,0,2.6,500,Arts & Letters,No,No,
1315,1,1,F,0,1,3.95,790,Arts & Letters,No,No,
1316,7,7,F,1,0,3.05,1130,Arts & Letters,No,No,
1317,4,3,F,0,0,3.94,930,Arts & Letters,No,No,
1322,6,6,F,1,0,3.79,1200,Arts & Letters,Yes,Yes,3.587
1324,3,3,M,1,0,3.59,1050,Arts & Letters,No,No,
1325,6,6,F,0,0,3.44,1080,Arts & Letters,No,No,
1326,3,4,F,1,0,3.95,1170,Arts & Letters,No,No,
1327,4,4,M,0,0,3.79,820,Arts & Letters,No,No,
1329,1,5,M,0,0,3.54,1000,Arts & Letters,Yes,No,
1330,2,2,M,0,1,4.32,1380,Arts & Letters,Yes,No,
1334,1,1,F,0,0,3.17,910,Arts & Letters,No,No,
1343,3,2,F,0,0,4,1210,Arts & Letters,Yes,No,
1349,3,1,F,0,0,3.05,930,Arts & Letters,No,No,
1350,3,2,F,0,0,3.15,1000,Arts & Letters,No,No,
1351,1,1,M,0,0,3.44,1210,Arts & Letters,No,No,
1354,1,1,F,0,0,3.06,1000,Arts & Letters,No,No,
1355,6,6,F,1,0,4.27,1510,Arts & Letters,Yes,No,
1356,2,2,F,0,0,3.8,960,Arts & Letters,Yes,No,
1361,1,2,F,0,0,3.2,750,Arts & Letters,No,No,
1362,6,6,F,1,0,3.2,1290,Arts & Letters,No,No,
1363,3,6,F,0,0,3.35,1070,Arts & Letters,No,No,
1368,6,6,M,1,0,3.22,1250,Arts & Letters,No,No,
1370,4,7,M,1,0,3.54,1140,Arts & Letters,No,No,
1371,4,4,F,1,0,3.84,1410,Arts & Letters,No,No,
1373,6,3,M,1,0,2.86,1410,Arts & Letters,No,No,
1374,5,6,M,1,0,3.5,950,Arts & Letters,No,No,
1375,7,6,M,0,0,2.96,1350,Arts & Letters,No,No,
1381,3,3,F,1,0,3.52,1080,Arts & Letters,Yes,Yes,2.777
1383,6,4,M,0,0,3.86,1170,Arts & Letters,Yes,Yes,2.909
1386,5,6,F,1,0,3.1,1060,Arts & Letters,No,No,
1390,3,6,M,0,0,3.72,1190,Arts & Letters,No,No,
1392,6,7,F,1,0,4.08,1440,Arts & Letters,Yes,No,
1393,3,7,F,1,0,4.1,1430,Arts & Letters,Yes,No,
1402,7,7,F,1,0,2.79,1080,Arts & Letters,No,No,
1403,4,7,F,1,0,4.24,1460,Arts & Letters,Yes,Yes,3.174
1405,4,7,M,1,0,3.08,1210,Arts & Letters,No,No,
1410,5,4,F,0,0,3.6,1270,Arts & Letters,Yes,No,
1412,1,3,M,0,0,3.89,1150,Arts & Letters,No,No,
1415,6,7,M,1,0,2.95,930,Arts & Letters,No,No,
1418,6,6,F,1,0,3.71,1150,Arts & Letters,Yes,Yes,3.258
1421,7,6,F,1,0,3.33,1030,Arts & Letters,No,No,
1422,3,6,M,0,0,2.85,1230,Arts & Letters,No,No,
1423,7,7,M,1,0,3.62,1260,Arts & Letters,No,No,
1424,4,4,M,1,0,4,1190,Arts & Letters,No,No,
1435,3,2,F,0,0,3.5,1110,Arts & Letters,No,No,
1436,6,4,F,1,0,4.17,1300,Arts & Letters,Yes,Yes,3.465
1437,6,6,F,1,0,3.89,1300,Arts & Letters,Yes,No,
1438,6,6,M,1,0,3.08,1190,Arts & Letters,Yes,Yes,3.51
1439,4,6,M,1,0,3.75,1240,Arts & Letters,Yes,No,
1441,7,7,F,1,0,4.25,1340,Arts & Letters,Yes,No,
1443,4,4,M,1,0,2.88,1090,Arts & Letters,No,No,
1450,7,7,M,1,0,3.32,1260,Arts & Letters,Yes,Yes,2.569
1451,6,7,F,1,0,3.58,1130,Arts & Letters,No,No,
1452,3,6,F,1,0,4.27,1190,Arts & Letters,No,No,
1454,7,6,F,1,0,2.77,1120,Arts & Letters,No,No,
1455,7,7,M,1,0,3.75,1110,Arts & Letters,No,No,
1460,6,7,M,1,0,3.58,1280,Arts & Letters,No,Yes,3.391
1463,7,6,F,1,0,3.35,1360,Arts & Letters,No,No,
1465,4,3,M,0,0,3.59,1130,Arts & Letters,No,No,
1470,7,7,F,1,0,3.59,1260,Arts & Letters,No,No,
1472,7,6,M,0,0,3.85,1250,Arts & Letters,No,No,
1475,6,6,F,1,0,3.33,1110,Arts & Letters,No,Yes,3.087
1479,6,5,F,1,0,2.72,1110,Arts & Letters,No,No,
1480,6,6,M,1,0,3.94,1360,Arts & Letters,No,No,
1482,7,6,M,1,0,3.79,1340,Arts & Letters,Yes,Yes,3.604
1485,4,7,M,1,0,3.15,1150,Arts & Letters,No,No,
1486,6,6,F,1,0,4.2,1280,Arts & Letters,Yes,Yes,3.542
1488,2,2,F,0,0,3.64,1030,Arts & Letters,No,No,
1493,7,3,F,1,0,4.27,1300,Arts & Letters,No,Yes,3.881
1498,1,3,F,0,0,3.7,960,Arts & Letters,No,No,
1499,6,7,M,1,0,4,1360,Arts & Letters,Yes,No,
1504,3,3,F,1,0,3.85,1170,Arts & Letters,No,No,
1519,5,5,M,1,0,3.78,1170,Arts & Letters,No,No,
1521,7,7,F,1,0,3.88,1390,Arts & Letters,No,Yes,3.784
1522,7,7,M,1,0,3.4,1350,Arts & Letters,Yes,Yes,2.544
1523,7,7,M,1,0,3.44,990,Arts & Letters,No,No,
1524,7,7,M,1,0,3.94,1440,Arts & Letters,Yes,No,
1532,5,7,M,1,0,4.05,1160,Arts & Letters,Yes,No,
1533,7,4,M,1,0,2.9,1320,Arts & Letters,No,No,
1535,6,6,F,1,0,3.77,1100,Arts & Letters,No,No,
1541,7,6,F,1,0,3.28,1300,Arts & Letters,No,No,
1545,4,4,F,1,0,3.73,1200,Arts & Letters,Yes,No,
1547,7,7,F,1,0,4.14,1270,Arts & Letters,No,Yes,3.687
1548,6,7,M,1,0,3.14,1050,Arts & Letters,No,No,
1549,6,6,F,1,0,3.23,1080,Arts & Letters,No,No,
1550,7,7,M,0,0,3.82,1240,Arts & Letters,No,No,
1551,6,6,F,0,0,3.41,1170,Arts & Letters,No,No,
1553,3,3,F,0,0,2.67,1000,Arts & Letters,No,No,
1555,6,6,F,1,0,4.1,1210,Arts & Letters,Yes,No,
1561,5,4,F,0,0,4.27,1040,Arts & Letters,No,No,
1566,6,4,F,1,0,3.52,1130,Arts & Letters,No,No,
1568,3,3,F,1,0,3,1060,Arts & Letters,No,No,
1572,6,6,M,1,0,3.45,1210,Arts & Letters,Yes,No,
1575,4,6,F,0,0,3,1450,Arts & Letters,No,No,
1577,6,7,F,1,0,3.28,940,Arts & Letters,No,No,
1581,6,6,M,0,0,3.25,1130,Arts & Letters,No,No,
1582,6,7,M,0,0,2.76,1150,Arts & Letters,No,No,
1585,5,6,F,1,0,3.05,1020,Arts & Letters,No,No,
1587,3,3,F,1,0,4.19,1040,Arts & Letters,No,No,
1588,6,7,M,1,0,3.77,1190,Arts & Letters,No,No,
1589,7,7,F,1,0,3.89,1280,Arts & Letters,No,No,
1591,4,4,M,1,0,3.33,1290,Arts & Letters,No,No,
1592,6,6,F,1,0,3.22,1180,Arts & Letters,Yes,No,
1595,6,6,F,1,0,3.07,1100,Arts & Letters,No,No,
1596,6,6,M,1,0,3.81,1110,Arts & Letters,No,No,
1598,6,6,F,0,0,3.26,1060,Arts & Letters,No,No,
1599,1,1,F,0,0,3.74,1220,Arts & Letters,No,No,
1600,6,6,F,1,0,4.15,1060,Arts & Letters,No,No,
1602,6,7,F,1,0,3.85,1210,Arts & Letters,No,No,
1605,6,7,F,0,0,3.07,970,Arts & Letters,No,No,
1607,2,6,M,0,0,3.1,890,Arts & Letters,No,No,
1610,5,7,M,1,0,2.87,1000,Arts & Letters,No,No,
1613,6,6,F,1,0,4.14,1460,Arts & Letters,Yes,No,
1614,6,6,F,1,0,3.73,1270,Arts & Letters,No,No,
1615,6,3,F,0,0,4.08,1370,Arts & Letters,Yes,Yes,3.332
1616,7,7,F,1,0,3.46,1010,Arts & Letters,No,No,
1620,3,2,F,0,0,4,1140,Arts & Letters,No,No,
1624,1,1,M,0,1,3.77,1100,Arts & Letters,Yes,Yes,2.928
1633,6,7,F,0,0,4.36,1400,Arts & Letters,Yes,No,
1634,6,6,F,1,0,3.54,1110,Arts & Letters,Yes,Yes,2.744
1637,4,6,F,0,0,3.45,1050,Arts & Letters,No,No,
1639,7,7,F,1,0,3.95,1450,Arts & Letters,No,Yes,3.458
1641,6,6,F,1,0,3.76,1200,Arts & Letters,No,No,
1646,4,3,M,0,0,3.55,1160,Arts & Letters,Yes,Yes,2.725
1648,4,6,F,1,0,4.33,1260,Arts & Letters,Yes,Yes,3.471
1650,6,7,F,1,0,4.11,1290,Arts & Letters,No,No,
1652,7,7,M,1,0,3.2,1130,Arts & Letters,No,No,
1654,6,6,F,1,0,3.46,1260,Arts & Letters,No,No,
1658,5,5,M,1,0,4.27,1440,Arts & Letters,Yes,No,
1660,7,7,F,1,0,3.5,1320,Arts & Letters,No,No,
1665,7,7,F,1,0,3.1,1210,Arts & Letters,No,No,
1667,3,3,F,1,0,3.91,1190,Arts & Letters,No,Yes,3.108
1668,5,7,F,1,0,3.42,1090,Arts & Letters,No,No,
1670,6,6,F,1,0,3.9,1110,Arts & Letters,No,No,
1671,3,3,M,0,0,4.23,1280,Arts & Letters,Yes,No,
1674,4,7,F,1,0,4.22,1400,Arts & Letters,Yes,No,
1675,6,7,F,0,0,3.68,1370,Arts & Letters,Yes,No,
1676,6,7,F,1,0,3.77,1140,Arts & Letters,Yes,Yes,3.517
1678,7,7,F,0,0,3.67,1170,Arts & Letters,No,No,
1682,5,4,F,1,0,3.71,1360,Arts & Letters,No,No,
1685,6,5,F,1,0,3.52,1130,Arts & Letters,No,No,
1688,4,5,F,1,0,4.32,1280,Arts & Letters,No,Yes,3.513
1690,6,4,M,0,0,3.54,1320,Arts & Letters,No,Yes,2.253
1691,6,6,M,0,0,2.2,1550,Arts & Letters,No,No,
1697,6,4,M,0,1,3.1,1100,Arts & Letters,No,No,
1698,2,2,M,0,1,3.45,1220,Arts & Letters,Yes,Yes,3.021
1701,6,6,M,1,0,3.88,1190,Arts & Letters,No,Yes,3.188
1704,7,7,M,1,0,3.43,950,Arts & Letters,No,No,
1710,4,6,F,1,0,4,1360,Arts & Letters,Yes,No,
1711,3,2,F,1,0,3.85,1120,Arts & Letters,No,Yes,3.571
1712,4,7,M,0,0,3.55,1210,Arts & Letters,No,No,
1721,7,7,F,0,0,4.2,1380,Arts & Letters,Yes,Yes,3.265
1723,5,6,F,0,0,3.33,1000,Arts & Letters,No,No,
1724,7,7,F,1,0,3.44,1150,Arts & Letters,No,No,
1725,4,4,F,1,0,4,1250,Arts & Letters,Yes,Yes,3.725
1730,4,5,F,0,0,3.52,1410,Arts & Letters,Yes,Yes,3.465
1731,6,4,F,1,0,4.04,1210,Arts & Letters,Yes,No,
1732,7,6,F,1,0,3.91,1280,Arts & Letters,No,No,
1733,6,5,M,1,0,3.7,1190,Arts & Letters,No,No,
1741,4,4,M,0,0,3.77,1130,Arts & Letters,No,No,
1745,7,6,F,1,0,3.58,1260,Arts & Letters,No,No,
1746,1,1,F,0,0,2.9,910,Arts & Letters,No,No,
1748,5,4,F,1,0,4.2,1260,Arts & Letters,No,Yes,3.711
1751,6,6,F,1,0,4.27,1340,Arts & Letters,Yes,No,
1752,7,5,F,0,0,3.35,1120,Arts & Letters,No,No,
1755,5,3,F,1,0,3.95,1080,Arts & Letters,No,No,
1757,3,3,F,0,0,2.89,1030,Arts & Letters,No,No,
1763,4,5,F,1,0,4.32,1320,Arts & Letters,Yes,No,
1766,4,7,F,1,0,4.09,1280,Arts & Letters,Yes,No,
1769,7,7,M,1,0,3.95,1390,Arts & Letters,No,No,
1771,7,6,F,1,0,4.25,1230,Arts & Letters,No,Yes,3.578
1774,6,6,F,1,0,3.68,1330,Arts & Letters,Yes,Yes,3.468
1780,6,6,F,1,0,4.11,1090,Arts & Letters,No,No,
1784,1,1,M,0,0,4,870,Arts & Letters,Yes,No,
1785,4,3,F,0,1,2.95,1110,Arts & Letters,No,No,
1788,7,7,F,1,0,4.08,1450,Arts & Letters,Yes,No,
1789,6,4,F,1,0,3.14,1080,Arts & Letters,No,No,
1792,7,7,F,1,0,3.7,940,Arts & Letters,No,No,
1793,6,5,F,1,0,4,1340,Arts & Letters,No,Yes,3.795
1794,3,5,F,1,0,3,1170,Arts & Letters,No,No,
1797,7,6,M,0,0,3.65,1310,Arts & Letters,Yes,Yes,2.984
1798,6,7,M,1,0,4.33,1420,Arts & Letters,Yes,No,
1801,5,6,F,1,0,3.5,890,Arts & Letters,No,No,
1802,5,4,F,0,0,3.7,1150,Arts & Letters,No,Yes,2.755
1804,6,6,M,1,0,3.32,1040,Arts & Letters,No,No,
1805,1,1,F,0,0,3.75,990,Arts & Letters,No,No,
1808,6,6,F,0,0,4.35,1460,Arts & Letters,Yes,No,
1819,4,6,F,0,0,3.63,1290,Arts & Letters,Yes,No,
1825,6,7,F,1,0,3.62,1170,Arts & Letters,No,No,
1826,6,6,F,1,0,4.1,1300,Arts & Letters,Yes,Yes,3.817
1836,4,7,F,0,0,3.22,1140,Arts & Letters,No,No,
1838,2,4,F,1,0,2.82,900,Arts & Letters,No,No,
1844,3,3,M,0,1,3.26,1140,Arts & Letters,No,No,
1845,3,3,M,0,0,2.62,650,Arts & Letters,No,No,
1846,4,4,M,0,0,3.28,700,Arts & Letters,No,No,
1850,6,6,M,0,0,2.75,1270,Arts & Letters,No,No,
1855,3,3,F,0,0,2.83,920,Arts & Letters,No,No,
1860,7,5,F,0,0,3.91,950,Arts & Letters,No,No,
1861,7,7,M,1,0,3.33,1400,Arts & Letters,No,No,
1862,7,7,M,1,0,3.95,1530,Arts & Letters,Yes,No,
1866,7,6,F,1,0,3.27,1190,Arts & Letters,No,No,
1869,7,6,M,1,0,3.33,1430,Arts & Letters,No,No,
1870,7,7,M,1,0,3.09,1090,Arts & Letters,No,No,
1871,2,1,F,0,0,3.09,930,Arts & Letters,No,No,
1872,3,6,F,1,0,3.41,1110,Arts & Letters,No,No,
1876,6,7,F,0,0,3.32,1170,Arts & Letters,No,No,
1877,7,5,F,1,0,3.45,1290,Arts & Letters,No,No,
1879,5,6,M,1,0,3.5,1380,Arts & Letters,No,No,
1883,6,6,F,1,0,3.67,1040,Arts & Letters,No,No,
1885,6,5,F,1,0,3.14,1080,Arts & Letters,No,No,
1886,7,7,M,0,0,3.89,1160,Arts & Letters,No,No,
1887,3,7,M,0,0,3.26,950,Arts & Letters,No,No,
1894,7,6,F,1,0,3.59,1070,Arts & Letters,No,No,
1895,7,7,M,1,0,4.36,1380,Arts & Letters,Yes,No,
1896,7,7,F,1,0,4.08,1360,Arts & Letters,Yes,No,
1897,6,6,M,1,0,2.94,1100,Arts & Letters,No,Yes,2.786
1900,7,6,F,1,0,3.62,1270,Arts & Letters,No,No,
1903,7,6,M,1,0,3.18,1270,Arts & Letters,No,No,
1904,7,6,F,1,0,2.92,1150,Arts & Letters,No,No,
1909,6,3,F,0,0,4,1470,Arts & Letters,Yes,No,
1912,6,6,F,0,0,3.29,1030,Arts & Letters,No,No,
1914,4,3,F,1,0,2.64,990,Arts & Letters,No,Yes,2.749
1916,6,6,F,1,0,3,1240,Arts & Letters,No,No,
1924,1,1,F,0,0,4.16,1070,Arts & Letters,No,No,
1925,4,7,M,1,0,3.29,1150,Arts & Letters,No,No,
1926,4,5,M,0,0,4.14,1310,Arts & Letters,Yes,Yes,3.799
1928,7,7,F,1,0,3.73,1320,Arts & Letters,No,No,
1933,4,6,F,1,0,3.77,1060,Arts & Letters,No,No,
1939,2,2,F,0,0,3.32,830,Arts & Letters,No,No,
1942,6,7,M,1,0,2.75,940,Arts & Letters,No,No,
1945,7,6,M,1,0,4.15,1310,Arts & Letters,Yes,No,
1947,6,6,F,1,0,3.36,1300,Arts & Letters,Yes,No,
1948,4,4,F,0,0,3.75,1310,Arts & Letters,No,No,
1952,6,6,F,1,0,3.42,990,Arts & Letters,No,No,
1955,7,6,F,1,0,3.38,970,Arts & Letters,No,No,
1956,4,4,F,1,0,3.9,1100,Arts & Letters,Yes,Yes,2.857
1957,7,4,F,1,0,3.61,1050,Arts & Letters,No,No,
1961,7,6,F,0,0,4.19,1390,Arts & Letters,No,No,
1968,7,6,M,1,0,2.87,1290,Arts & Letters,No,No,
1974,6,6,F,0,0,4.17,1260,Arts & Letters,No,No,
1975,3,3,F,0,1,3.64,1190,Arts & Letters,No,No,
1976,7,7,F,1,0,3.73,1110,Arts & Letters,No,No,
1980,5,7,F,1,0,4.33,1160,Arts & Letters,No,No,
1981,7,6,F,1,0,3.82,1290,Arts & Letters,No,No,
1982,4,4,M,0,1,2.63,1060,Arts & Letters,No,No,
1983,2,1,M,0,0,4.12,1170,Arts & Letters,Yes,No,
1985,4,4,F,0,1,3.96,1230,Arts & Letters,No,No,
1986,6,6,F,1,0,3.67,1050,Arts & Letters,No,No,
1987,5,7,M,1,0,4.22,1310,Arts & Letters,Yes,No,
1989,7,7,F,1,0,4.18,1160,Arts & Letters,No,Yes,3.433
1991,6,7,M,0,0,2.62,1080,Arts & Letters,No,No,
1993,6,7,F,0,0,3.73,1230,Arts & Letters,No,Yes,3.005
1995,7,6,M,0,0,4.17,1340,Arts & Letters,Yes,No,
1998,6,6,M,1,0,4.4,1470,Arts & Letters,Yes,No,
2003,6,6,F,1,0,3.58,1140,Arts & Letters,No,No,
2005,5,6,F,1,0,4.3,1470,Arts & Letters,Yes,No,
2006,3,3,F,1,0,3.5,1080,Arts & Letters,No,No,
2008,2,2,F,0,0,3.5,1180,Arts & Letters,Yes,No,
2009,1,1,F,0,0,4.05,1180,Arts & Letters,Yes,No,
2010,6,6,F,1,0,3.62,1420,Arts & Letters,No,No,
2013,6,7,F,1,0,4.19,1470,Arts & Letters,Yes,No,
2014,6,6,F,1,0,3.42,1130,Arts & Letters,No,No,
2016,6,6,F,1,0,3.77,1130,Arts & Letters,Yes,Yes,3.29
2017,7,6,F,1,0,3.95,1270,Arts & Letters,Yes,No,
2021,6,6,F,1,0,3.5,1260,Arts & Letters,Yes,Yes,3.106
2025,7,7,F,1,0,3.7,1120,Arts & Letters,No,No,
2032,5,6,M,0,0,3.55,1510,Arts & Letters,No,No,
2033,4,6,F,1,0,3.53,1310,Arts & Letters,Yes,No,
2035,7,6,F,1,0,3.3,1250,Arts & Letters,No,No,
2037,7,6,F,1,0,3.65,1250,Arts & Letters,No,No,
2040,7,6,F,1,0,3.39,1250,Arts & Letters,No,No,
2041,4,6,F,1,0,3.64,1050,Arts & Letters,No,No,
2042,7,7,F,0,0,3.94,1340,Arts & Letters,No,No,
2043,6,6,F,1,0,3.38,1110,Arts & Letters,No,No,
2046,5,2,F,0,0,3.29,1040,Arts & Letters,No,No,
2052,7,6,F,1,0,4.12,1110,Arts & Letters,No,No,
2053,5,6,F,1,0,2.67,1230,Arts & Letters,No,No,
2054,6,6,F,1,0,3.48,1120,Arts & Letters,No,No,
2057,6,6,F,0,0,3.69,1250,Arts & Letters,Yes,No,
2059,3,3,F,1,0,3.4,1280,Arts & Letters,No,No,
2060,3,5,M,1,0,3.21,1170,Arts & Letters,No,No,
2063,5,4,F,0,0,3.3,1100,Arts & Letters,Yes,Yes,2.462
2064,3,2,F,0,0,3.47,830,Arts & Letters,No,No,
2066,7,6,F,1,0,3.08,1030,Arts & Letters,No,No,
2067,6,4,F,1,0,3.6,1190,Arts & Letters,Yes,Yes,2.013
2071,6,6,M,0,0,4.16,1070,Arts & Letters,No,No,
2072,4,7,F,1,0,4.27,1130,Arts & Letters,Yes,No,
2074,1,1,F,0,0,3.85,1110,Arts & Letters,No,No,
2076,3,2,F,0,0,4.09,1130,Arts & Letters,No,No,
2078,6,7,M,1,0,2.73,980,Arts & Letters,No,No,
2079,6,6,F,1,0,4.25,1350,Arts & Letters,Yes,No,
2080,3,6,F,1,0,3.71,1200,Arts & Letters,No,No,
2086,6,7,M,1,0,3.64,1050,Arts & Letters,No,No,
2087,6,4,F,0,0,2.95,1100,Arts & Letters,No,No,
2090,6,6,F,1,0,3.09,1120,Arts & Letters,No,No,
2091,1,1,F,0,0,3.35,910,Arts & Letters,Yes,No,
2092,6,7,F,1,0,3.23,1240,Arts & Letters,No,No,
2105,4,7,M,0,0,3.05,1330,Arts & Letters,No,No,
2107,4,7,F,1,0,4.12,1290,Arts & Letters,Yes,No,
2108,6,6,M,1,0,3.96,1400,Arts & Letters,Yes,No,
2110,3,4,M,0,0,3.73,1320,Arts & Letters,Yes,No,
2112,3,3,F,0,1,3.33,1330,Arts & Letters,No,No,
2114,7,4,F,0,0,3.73,1220,Arts & Letters,No,No,
2115,7,6,F,1,0,3.36,1210,Arts & Letters,No,No,
2118,6,6,F,1,0,3.82,1060,Arts & Letters,No,No,
2119,6,6,F,1,0,3.71,1160,Arts & Letters,No,No,
2122,4,3,M,0,0,2.86,330,Arts & Letters,No,No,
2124,7,6,F,1,0,4.15,1360,Arts & Letters,Yes,No,
2125,7,7,F,1,0,4.15,1430,Arts & Letters,Yes,No,
2128,7,4,M,0,0,3.39,1200,Arts & Letters,No,No,
2134,7,5,F,1,0,3.64,1140,Arts & Letters,Yes,No,
2135,7,6,F,0,0,3.78,1290,Arts & Letters,Yes,Yes,3.689
2137,7,6,F,1,0,4.27,1480,Arts & Letters,Yes,No,
2138,7,3,F,0,0,3.53,1180,Arts & Letters,No,No,
2139,3,3,F,1,0,3.54,970,Arts & Letters,No,No,
2141,6,6,M,0,0,3.38,1080,Arts & Letters,No,No,
2144,7,7,M,1,0,3.75,1230,Arts & Letters,No,No,
2146,6,7,M,1,0,4.33,1260,Arts & Letters,Yes,No,
2147,4,3,M,1,0,3.14,1370,Arts & Letters,No,No,
2148,5,7,M,0,0,3.32,1210,Arts & Letters,Yes,No,
2157,6,7,F,1,0,4.14,1130,Arts & Letters,Yes,No,
2158,6,6,F,1,0,3.64,1120,Arts & Letters,Yes,No,
2159,7,7,F,1,0,3.73,1230,Arts & Letters,No,No,
2160,1,3,F,0,0,3.04,1030,Arts & Letters,No,No,
2167,1,1,F,0,0,3.55,1060,Arts & Letters,Yes,No,
2168,7,7,M,1,0,3.58,1130,Arts & Letters,No,No,
2173,2,2,F,0,0,3,840,Arts & Letters,No,No,
2176,7,6,F,1,0,3.68,1250,Arts & Letters,No,No,
2179,6,7,F,1,0,3.82,1020,Arts & Letters,No,No,
2181,7,3,F,1,0,3.55,1150,Arts & Letters,No,No,
2182,1,1,F,0,0,2.94,940,Arts & Letters,No,No,
2186,3,6,F,0,0,3.41,1130,Arts & Letters,No,No,
2187,7,6,M,0,0,3.44,1070,Arts & Letters,No,No,
2189,7,7,M,1,0,3.4,1040,Arts & Letters,No,No,
2191,7,7,M,1,0,2.8,980,Arts & Letters,No,No,
2193,6,3,F,1,0,2.92,1290,Arts & Letters,No,No,
2195,3,5,M,0,0,3.55,1170,Arts & Letters,Yes,No,
2197,2,3,F,0,0,3.39,1040,Arts & Letters,No,No,
2198,6,4,M,0,0,3.5,1200,Arts & Letters,No,No,
2200,3,4,F,1,0,3.95,1130,Arts & Letters,Yes,No,
2204,4,6,F,0,0,4,1270,Arts & Letters,No,No,
2209,6,6,F,1,0,3.59,1180,Arts & Letters,Yes,No,
2212,6,6,M,0,0,4.15,1270,Arts & Letters,Yes,No,
2213,4,6,M,0,0,3.32,1060,Arts & Letters,No,No,
2215,5,6,F,1,0,4.21,1400,Arts & Letters,Yes,Yes,3.67
2219,6,6,F,0,0,2.56,860,Arts & Letters,No,No,
2221,7,6,F,0,0,3.52,1040,Arts & Letters,No,No,
2227,6,4,F,1,0,4.05,1420,Arts & Letters,Yes,No,
2228,4,7,M,1,0,2.21,960,Arts & Letters,No,No,
2230,6,3,F,1,0,3.95,1250,Arts & Letters,No,No,
2232,7,7,M,1,0,4,1210,Arts & Letters,No,Yes,3.436
2237,6,4,M,1,0,3.95,1200,Arts & Letters,Yes,Yes,3.32
2239,6,6,F,1,0,3.55,1320,Arts & Letters,No,No,
2242,6,6,F,1,0,3.95,1170,Arts & Letters,No,No,
2245,3,5,M,0,0,2.74,1140,Arts & Letters,No,No,
2246,6,6,F,0,0,3.65,1230,Arts & Letters,No,Yes,3.452
2253,7,7,F,1,0,3.85,1410,Arts & Letters,Yes,Yes,3.204
2254,7,7,F,1,0,3.09,1120,Arts & Letters,No,No,
2255,5,6,M,0,1,4.05,1250,Arts & Letters,Yes,No,
